Marca temporal,Nombre del observador,Sector en el que realizo la observación,Turno,Personal al que observo,Momento que observa,Accion que realizo,Momento que observa2 ,Acción que realizo2 
30/11/2025 21:58:07,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Después de tocar fluidos,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
30/11/2025 21:58:27,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
30/11/2025 21:58:55,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
30/11/2025 21:59:17,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar entorno,Ninguna,Antes de tocar al paciente,Higiene con solución alcoholica
30/11/2025 22:00:05,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
5/12/2025 21:12:02,Matías Cordoba ,UTI ADULTO,Mañana,Tec. Hemodialisis,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
5/12/2025 21:12:34,Matías Cordoba ,UTI ADULTO,Mañana,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
5/12/2025 21:13:07,Matías Cordoba ,UTI ADULTO,Mañana,Tec. Hemodialisis,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
5/12/2025 21:13:40,Matías Cordoba ,UTI ADULTO,Mañana,Tec. Hemodialisis,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
5/12/2025 21:14:05,Matías Cordoba ,UTI ADULTO,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
5/12/2025 21:14:40,Matías Cordoba ,UTI ADULTO,Mañana,Tec. Hemoterapia,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
5/12/2025 21:15:12,Matías Cordoba ,UTI ADULTO,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Ninguna
5/12/2025 21:16:05,Matías Cordoba ,UTI ADULTO,Mañana,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
5/12/2025 21:16:29,Matías Cordoba ,UTI ADULTO,Mañana,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
5/12/2025 21:17:00,Matías Cordoba ,UTI ADULTO,Mañana,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
5/12/2025 21:18:20,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
10/12/2025 20:42:04,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
10/12/2025 20:42:26,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
10/12/2025 20:42:50,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
10/12/2025 20:43:17,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
10/12/2025 20:43:44,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
10/12/2025 20:45:21,Matías Cordoba ,UTI ADULTO,Mañana,Medico de UTI adultos,Despues de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
10/12/2025 20:45:47,Matías Cordoba ,UTI ADULTO,Mañana,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
10/12/2025 20:46:19,Matías Cordoba ,UTI ADULTO,Mañana,Kinesiologo,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
10/12/2025 20:46:41,Matías Cordoba ,UTI ADULTO,Mañana,Kinesiologo,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
10/12/2025 20:47:10,Matías Cordoba ,UTI ADULTO,Mañana,Kinesiologo,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
10/12/2025 20:47:35,Matías Cordoba ,UTI ADULTO,Mañana,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
10/12/2025 20:47:57,Matías Cordoba ,UTI ADULTO,Mañana,Camillero,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
10/12/2025 20:49:46,Matías Cordoba ,UTI ADULTO,Mañana,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
10/12/2025 20:50:37,Matías Cordoba ,UTI ADULTO,Mañana,Tec. Hemodialisis,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
10/12/2025 21:25:21,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
10/12/2025 21:25:44,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Después de tocar fluidos,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
10/12/2025 21:26:03,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
10/12/2025 21:26:24,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
10/12/2025 21:26:46,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
11/12/2025 8:11:44,Matías Cordoba ,UTI ADULTO,Mañana,Medico Traumatologo (Staff y Residente),Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:12:34,Matías Cordoba ,UTI ADULTO,Mañana,Medico Traumatologo (Staff y Residente),Despues de tocar entorno,Ninguna,Antes de tocar al paciente,Ninguna
11/12/2025 8:12:57,Matías Cordoba ,UTI ADULTO,Mañana,Medico Traumatologo (Staff y Residente),Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
11/12/2025 8:13:18,Matías Cordoba ,UTI ADULTO,Mañana,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
11/12/2025 8:13:39,Matías Cordoba ,UTI ADULTO,Mañana,Medico Cirujano (Staff y Residente),Despues de tocar al paciente,Ninguna,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:14:23,Matías Cordoba ,UTI ADULTO,Mañana,Medico Cirujano (Staff y Residente),Despues de tocar entorno,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
11/12/2025 8:14:52,Matías Cordoba ,UTI ADULTO,Mañana,Kinesiologo,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:15:13,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
11/12/2025 8:15:33,Matías Cordoba ,UTI ADULTO,Mañana,Tec. Hemoterapia,Despues de tocar al paciente,Ninguna,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:15:56,Matías Cordoba ,UTI ADULTO,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
11/12/2025 8:16:23,Matías Cordoba ,UTI ADULTO,Mañana,Tec. Hemodialisis,Despues de tocar al paciente,Ninguna,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:16:45,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:18:00,Matías Cordoba ,UTI ADULTO,Mañana,Medico de UTI adultos,Despues de tocar al paciente,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
11/12/2025 8:18:22,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
11/12/2025 8:18:43,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
11/12/2025 8:19:06,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Después de tocar fluidos,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
11/12/2025 8:19:30,Matías Cordoba ,UTI ADULTO,Mañana,Medico de UTI adultos,Despues de tocar entorno,Ninguna,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:19:50,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar entorno,Higiene con solución alcoholica,Antes de tocar al paciente,Ninguna
11/12/2025 8:20:11,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
11/12/2025 8:20:31,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar entorno,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:20:51,Matías Cordoba ,UTI ADULTO,Mañana,Residente de Clinica,Despues de tocar entorno,Ninguna,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:21:11,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar entorno,Higiene con solución alcoholica,Antes de tocar al paciente,Higiene con solución alcoholica
11/12/2025 8:21:35,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
11/12/2025 8:21:55,Matías Cordoba ,UTI ADULTO,Mañana,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
9/12/2025 16:33:37,Muruchi Daiana,5to piso,Mañana,Camillero,Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Ninguna
26/11/2025 13:15:48,Muruchi Daiana ,5to piso,Mañana,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
4/11/2025 6:12:05,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Traumatologo (Staff y Residente),Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
4/11/2025 6:13:12,Muruchi Rodriguez Daiana ,5to piso,Mañana,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
10/11/2025 10:54:00,Muruchi Rodriguez Daiana ,5to piso,Mañana,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
10/11/2025 10:55:50,Muruchi Rodriguez Daiana ,5to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
10/11/2025 10:56:57,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
10/11/2025 10:57:23,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Clinico,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
10/11/2025 10:58:05,Muruchi Rodriguez Daiana ,5to piso,Mañana,Residente de Clinica,Despues de tocar entorno,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
10/11/2025 11:06:10,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
10/11/2025 11:08:39,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Clinico,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
9/12/2025 16:34:02,Muruchi Rodriguez Daiana ,5to piso,Mañana,Camillero,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Higiene con solución alcoholica
9/12/2025 16:34:29,Muruchi Rodriguez Daiana ,5to piso,Mañana,Camillero,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
9/12/2025 16:34:58,Muruchi Rodriguez Daiana ,5to piso,Mañana,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
9/12/2025 16:35:27,Muruchi Rodriguez Daiana ,5to piso,Mañana,Imagenes (ecografista y RX),Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
9/12/2025 16:36:26,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Lavado con agua y jabón (solo en guardia),Antes de rrealizar técnica Aseptica.,Lavado con agua y jabón (solo en guardia)
9/12/2025 16:36:58,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Infectologo (Staff y Residente),Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
9/12/2025 16:37:29,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Nefrologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
9/12/2025 16:37:54,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Nefrologo (Staff y Residente),Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
9/12/2025 16:38:17,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Ninguna
9/12/2025 16:38:35,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Traumatologo (Staff y Residente),Después de tocar fluidos,Ninguna,Despues de tocar al paciente,
9/12/2025 16:39:02,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Ninguna
9/12/2025 16:40:11,Muruchi Rodriguez Daiana ,5to piso,Mañana,Medico Cirujano (Staff y Residente),Después de tocar fluidos,Ninguna,Despues de tocar al paciente,Ninguna
9/12/2025 16:40:40,Muruchi Rodriguez Daiana ,5to piso,Mañana,Tec. Hemoterapia,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
9/12/2025 16:41:06,Muruchi Rodriguez Daiana ,5to piso,Mañana,Enfermeria,Antes de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
9/12/2025 16:41:34,Muruchi Rodriguez Daiana ,5to piso,Mañana,Enfermeria,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Higiene con solución alcoholica
9/12/2025 16:42:00,Muruchi Rodriguez Daiana ,5to piso,Mañana,Tec. Hemodialisis,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
9/12/2025 16:42:48,Muruchi Rodriguez Daiana ,5to piso,Mañana,Tec. Hemodialisis,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
9/12/2025 16:43:13,Muruchi Rodriguez Daiana ,5to piso,Mañana,Tec. Hemodialisis,Despues de tocar entorno,Ninguna,Antes de tocar al paciente,Ninguna
22/11/2025 23:16:28,Myrian Fernandez,4to piso,Noche B,Tec. Hemoterapia,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
22/11/2025 23:17:20,Myrian Fernandez,4to piso,Noche B,Tec. Hemoterapia,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
22/11/2025 23:20:34,Myrian Fernandez,4to piso,Noche B,Enfermeria,Antes de tocar al paciente,Lavado con agua y jabón (solo en guardia),Antes de rrealizar técnica Aseptica.,Lavado con agua y jabón (solo en guardia)
22/11/2025 23:21:15,Myrian Fernandez,4to piso,Noche B,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
22/11/2025 23:22:24,Myrian Fernandez,4to piso,Noche B,Mucama,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
22/11/2025 23:23:18,Myrian Fernandez,4to piso,Noche B,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
22/11/2025 23:24:03,Myrian Fernandez,4to piso,Noche B,Camillero,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
22/11/2025 23:27:14,Myrian Fernandez,4to piso,Noche B,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
22/11/2025 23:27:58,Myrian Fernandez,4to piso,Noche B,Residente de Clinica,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
22/11/2025 23:36:04,Myrian Fernandez,6to piso,Noche A,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
